MANDANT,OBJECTCLAS,OBJECTID,CHANGENR,USERNAME,UDATE,UTIME,TCODE,LANGU
M1,BELEG,M1V441251P865,71287,Roy Ortego,2020-11-22,18:03:31,123,E
M1,BELEG,M1V441258P2141,71295,Emmie Schuldt,2020-08-15,01:08:19,123,E
M1,BELEG,M1V441256P873,71302,Kenia Romine,2020-10-25,07:41:05,123,E
M1,BELEG,M1V441148P3118,71310,Roy Ortego,2020-08-27,14:37:52,123,E
M1,BELEG,M1V441161P2141,71318,Roy Ortego,2020-08-16,07:59:08,123,E
M1,BELEG,M1V441131P51,71326,Roy Ortego,2020-09-21,01:22:57,123,E
M1,BELEG,M1V441130P3118,71334,Roy Ortego,2020-09-13,03:07:00,123,E
M1,BELEG,M1V441130P2820,71342,Roy Ortego,2020-09-13,05:36:10,123,E
M1,BELEG,M1V305421P1427,71349,Roy Ortego,2020-08-20,23:38:34,123,E
M1,BELEG,M1V441139P1427,71356,Roy Ortego,2020-10-11,14:07:56,123,E
M1,BELEG,M1V441139P865,71363,Roy Ortego,2020-10-18,11:42:26,123,E
M1,BELEG,M1V441195P3423,71371,Roy Ortego,2020-09-23,09:50:20,123,E
M1,BELEG,M1V441195P2820,71378,Emmie Schuldt,2020-09-15,00:06:41,123,E
M1,BELEG,M1V441187P51,71386,Roy Ortego,2020-09-28,13:56:10,123,E
M1,BELEG,M1V441177P1427,71394,Roy Ortego,2020-09-12,04:55:46,123,E
M1,BELEG,M1V442401P865,71401,Roy Ortego,2020-09-21,16:21:18,123,E
M1,BELEG,M1V305437P70,71414,Roy Ortego,2020-09-09,01:03:22,123,E
M1,BELEG,M1V305437P60,71421,Roy Ortego,2020-08-22,06:35:28,123,E
M1,BELEG,M1V441354P865,71429,Roy Ortego,2020-08-24,02:46:02,123,E
M1,BELEG,M1V441373P1427,71436,Roy Ortego,2020-08-16,21:12:19,123,E
M1,BELEG,M1V441373P865,71443,Roy Ortego,2020-08-17,23:28:21,123,E
M1,BELEG,M1V442433P1427,71451,Roy Ortego,2020-09-26,00:21:12,123,E
M1,BELEG,M1V442433P865,71459,Roy Ortego,2020-08-26,11:35:47,123,E
M1,BELEG,M1V305525P12,71467,Roy Ortego,2020-07-25,17:03:09,123,E
M1,BELEG,M1V442410P3995,71481,Roy Ortego,2020-08-16,14:06:18,123,E
M1,BELEG,M1V305521P28,71494,Roy Ortego,2020-08-19,21:47:44,123,E
M1,BELEG,M1V442418P865,71501,Roy Ortego,2020-09-18,03:20:42,123,E
M1,BELEG,M1V441310P1427,71508,Roy Ortego,2020-09-07,15:57:54,123,E
M1,BELEG,M1V441319P1427,71516,Roy Ortego,2020-09-26,17:48:02,123,E
M1,BELEG,M1V441319P865,71524,Roy Ortego,2020-10-06,15:17:43,123,E
M1,BELEG,M1V441315P28,71538,Karri Ptacek,2020-09-13,07:38:37,123,E
M1,BELEG,M1V441313P3423,71546,Roy Ortego,2020-09-09,17:30:08,123,E
M1,BELEG,M1V441313P3118,71554,Karri Ptacek,2020-09-28,00:15:49,123,E
M1,BELEG,M1V441295P865,71561,Suellen Noecker,2020-09-14,06:34:22,123,E
M1,BELEG,M1V441301P3118,71568,Roy Ortego,2020-09-14,13:11:52,123,E
M1,BELEG,M1V441299P865,71576,Roy Ortego,2020-09-13,12:22:32,123,E
M1,BELEG,M1V441298P1427,71583,Roy Ortego,2020-09-10,16:23:46,123,E
M1,BELEG,M1V305433P1427,71591,Roy Ortego,2020-08-16,16:08:16,123,E
M1,BELEG,M1V441343P1427,71599,Roy Ortego,2020-09-07,11:34:48,123,E
M1,BELEG,M1V305437P36,71606,Emilio Sones,2020-08-27,14:35:48,123,E
M1,BELEG,M1V305437P28,71613,Roy Ortego,2020-08-30,16:45:10,123,E
M1,BELEG,M1V441353P1427,71621,Roy Ortego,2020-08-19,07:46:14,123,E
M1,BELEG,M1V441350P2820,71635,Roy Ortego,2020-10-03,07:08:35,123,E
M1,BELEG,M1V441350P865,71643,Roy Ortego,2020-10-03,19:58:35,123,E
M1,BELEG,M1V441321P3,71662,Roy Ortego,2020-10-06,00:16:03,123,E
M1,BELEG,M1V441329P2141,71687,Emilio Sones,2020-10-20,00:51:44,123,E
M1,BELEG,M1V444125P4896,71694,Emmie Schuldt,2020-10-13,02:55:51,123,E
M1,BELEG,M1V444125P3995,71702,Roy Ortego,2020-10-06,17:04:59,123,E
M1,BELEG,M1V444130P1427,71710,Roy Ortego,2020-10-24,19:59:24,123,E
M1,BELEG,M1V444109P2820,71724,Emilio Sones,2020-10-04,09:29:17,123,E
M1,BELEG,M1V444108P2141,71732,Roy Ortego,2020-09-29,15:20:29,123,E
M1,BELEG,M1V445230P865,71746,Emmie Schuldt,2020-10-27,22:21:23,123,E
M1,BELEG,M1V445229P2820,71753,Roy Ortego,2020-10-11,05:19:31,123,E
M1,BELEG,M1V2592P2820,71760,Roy Ortego,2020-09-28,21:05:50,123,E
M1,BELEG,M1V444064P2820,71768,Roy Ortego,2020-09-12,15:59:05,123,E
M1,BELEG,M1V444050P865,71781,Roy Ortego,2020-09-02,01:26:25,123,E
M1,BELEG,M1V444042P1427,71789,Emilio Sones,2020-08-25,23:05:37,123,E
M1,BELEG,M1V444096P1427,71797,Kenia Romine,2020-09-04,06:17:16,123,E
M1,BELEG,M1V444089P1427,71805,Roy Ortego,2020-10-14,15:10:18,123,E
M1,BELEG,M1V444088P3,71812,Roy Ortego,2020-09-24,13:56:03,123,E
M1,BELEG,M1V444099P2141,71820,Roy Ortego,2020-09-11,10:49:31,123,E
M1,BELEG,M1V305645P44,71834,Roy Ortego,2020-07-28,08:24:06,123,E
M1,BELEG,M1V444073P1427,71841,Roy Ortego,2020-09-07,05:31:33,123,E
M1,BELEG,M1V305645P36,71849,Roy Ortego,2020-07-29,04:56:59,123,E
M1,BELEG,M1V445312P2141,71857,Roy Ortego,2020-10-17,14:08:22,123,E
M1,BELEG,M1V445311P1427,71864,Roy Ortego,2020-10-17,00:36:30,123,E
M1,BELEG,M1V445307P865,71871,Roy Ortego,2020-10-10,13:01:05,123,E
M1,BELEG,M1V445313P3423,71879,Roy Ortego,2020-11-05,02:37:00,123,E
M1,BELEG,M1V445313P3118,71887,Roy Ortego,2020-10-21,03:47:46,123,E
M1,BELEG,M1V305750P18,71895,Roy Ortego,2020-07-26,01:23:55,123,E
M1,BELEG,M1V445381P3118,71902,Roy Ortego,2020-09-20,22:02:23,123,E
M1,BELEG,M1V445377P865,71909,Roy Ortego,2020-09-13,06:44:44,123,E
M1,BELEG,M1V445355P1427,71916,Roy Ortego,2020-11-06,06:56:14,123,E
M1,BELEG,M1V445355P865,71923,Roy Ortego,2020-11-03,13:13:46,123,E
M1,BELEG,M1V445268P1427,71931,Emilio Sones,2020-10-10,15:11:29,123,E
M1,BELEG,M1V445266P3,71938,Roy Ortego,2020-10-01,15:56:54,123,E
M1,BELEG,M1V445242P12,71946,Roy Ortego,2020-09-09,12:53:17,123,E
M1,BELEG,M1V445242P3,71954,Roy Ortego,2020-09-09,16:28:56,123,E
M1,BELEG,M1V445235P865,71968,Roy Ortego,2020-10-16,09:07:34,123,E
M1,BELEG,M1V445296P18,71976,Roy Ortego,2020-09-02,21:59:02,123,E
M1,BELEG,M1V445296P12,71984,Roy Ortego,2020-09-02,06:53:08,123,E
M1,BELEG,M1V445285P865,71991,Karri Ptacek,2020-10-02,02:28:37,123,E
M1,BELEG,M1V445279P865,71999,Kenia Romine,2020-09-07,14:06:38,123,E
M1,BELEG,M1V305625P12,72007,Roy Ortego,2020-08-16,14:03:53,123,E
M1,BELEG,M1V305625P3,72021,Emilio Sones,2020-08-06,22:12:24,123,E
M1,BELEG,M1V443855P3423,72029,Roy Ortego,2020-10-04,10:22:13,123,E
M1,BELEG,M1V443820P3,72037,Emilio Sones,2020-10-25,03:51:59,123,E
M1,BELEG,M1V443819P2820,72045,Roy Ortego,2020-10-24,20:32:36,123,E
M1,BELEG,M1V443819P1427,72053,Roy Ortego,2020-10-27,21:22:45,123,E
M1,BELEG,M1V443829P2141,72060,Roy Ortego,2020-08-30,18:23:23,123,E
M1,BELEG,M1V443829P1427,72067,Roy Ortego,2020-09-05,13:51:37,123,E
M1,BELEG,M1V443876P865,72074,Roy Ortego,2020-09-05,10:57:22,123,E
M1,BELEG,M1V443875P865,72082,Roy Ortego,2020-09-04,23:40:09,123,E
M1,BELEG,M1V305633P3,72089,Roy Ortego,2020-08-07,08:24:50,123,E
M1,BELEG,M1V443855P4685,72097,Kenia Romine,2020-10-07,21:46:44,123,E
M1,BELEG,M1V443855P3995,72105,Suellen Noecker,2020-10-02,11:25:49,123,E
M1,BELEG,M1V305630P3,72112,Roy Ortego,2020-08-07,03:54:04,123,E
M1,BELEG,M1V305629P865,72119,Roy Ortego,2020-08-08,03:12:44,123,E
M1,BELEG,M1V443863P865,72127,Suellen Noecker,2020-08-25,18:04:46,123,E
M1,BELEG,M1V442707P12,72135,Emilio Sones,2020-09-20,06:21:47,123,E
M1,BELEG,M1V442704P4685,72143,Emmie Schuldt,2020-10-03,23:36:38,123,E
M1,BELEG,M1V443768P1427,72151,Roy Ortego,2020-09-03,06:41:45,123,E
M1,BELEG,M1V443764P4685,72159,Roy Ortego,2020-08-23,14:47:44,123,E
M1,BELEG,M1V442696P4685,72166,Roy Ortego,2020-10-02,15:48:19,123,E
M1,BELEG,M1V442695P2141,72173,Roy Ortego,2020-10-02,12:31:37,123,E
M1,BELEG,M1V443799P865,72181,Roy Ortego,2020-10-06,06:19:42,123,E
M1,BELEG,M1V443796P865,72188,Roy Ortego,2020-10-13,03:53:47,123,E
M1,BELEG,M1V443808P2141,72195,Roy Ortego,2020-09-20,10:56:31,123,E
M1,BELEG,M1V443808P1427,72202,Roy Ortego,2020-09-10,17:49:14,123,E
M1,BELEG,M1V443781P1427,72210,Roy Ortego,2020-10-09,15:08:45,123,E
M1,BELEG,M1V443781P865,72217,Roy Ortego,2020-10-08,07:30:46,123,E
M1,BELEG,M1V443779P865,72224,Kenia Romine,2020-10-01,16:24:07,123,E
M1,BELEG,M1V443971P2141,72232,Emilio Sones,2020-08-28,05:21:06,123,E
M1,BELEG,M1V443971P1427,72240,Roy Ortego,2020-08-31,23:27:06,123,E
M1,BELEG,M1V443980P1427,72248,Roy Ortego,2020-09-14,12:32:33,123,E
M1,BELEG,M1V443972P1427,72256,Roy Ortego,2020-08-31,07:27:58,123,E
M1,BELEG,M1V443971P3423,72264,Roy Ortego,2020-08-28,21:40:11,123,E
M1,BELEG,M1V443971P3118,72272,Kenia Romine,2020-09-08,12:08:25,123,E
M1,BELEG,M1V444026P12,72279,Roy Ortego,2020-09-26,17:48:48,123,E
M1,BELEG,M1V444024P3423,72287,Roy Ortego,2020-09-19,14:48:46,123,E
M1,BELEG,M1V444024P3118,72295,Roy Ortego,2020-09-18,05:17:43,123,E
M1,BELEG,M1V444022P865,72302,Roy Ortego,2020-09-26,09:35:14,123,E
M1,BELEG,M1V444030P3118,72310,Roy Ortego,2020-09-28,12:34:36,123,E
M1,BELEG,M1V444030P2820,72318,Roy Ortego,2020-09-27,11:46:45,123,E
M1,BELEG,M1V444030P2141,72326,Roy Ortego,2020-09-26,20:30:41,123,E
M1,BELEG,M1V444008P44,72334,Kenia Romine,2020-10-04,23:48:31,123,E
M1,BELEG,M1V444008P36,72342,Roy Ortego,2020-10-06,19:13:04,123,E
M1,BELEG,M1V444003P2141,72350,Roy Ortego,2020-09-07,00:02:16,123,E
M1,BELEG,M1V443908P865,72358,Roy Ortego,2020-10-27,01:49:24,123,E
M1,BELEG,M1V443900P1427,72366,Suellen Noecker,2020-09-29,20:08:03,123,E
M1,BELEG,M1V443895P1427,72373,Suellen Noecker,2020-09-04,08:32:41,123,E
M1,BELEG,M1V443953P3118,72381,Emmie Schuldt,2020-09-27,09:08:59,123,E
M1,BELEG,M1V305636P18,72388,Roy Ortego,2020-08-13,20:22:31,123,E
M1,BELEG,M1V305636P12,72395,Roy Ortego,2020-08-15,00:20:21,123,E
M1,BELEG,M1V443937P3,72402,Kenia Romine,2020-10-17,10:40:46,123,E
M1,BELEG,M1V443936P3,72409,Emmie Schuldt,2020-10-05,04:27:09,123,E
M1,BELEG,M1V303817P12,72416,Roy Ortego,2020-08-12,11:51:58,123,E
M1,BELEG,M1V303817P3,72423,Roy Ortego,2020-08-28,06:08:40,123,E
M1,BELEG,M1V418402P36,72430,Roy Ortego,2021-04-30,05:19:15,123,E
M1,BELEG,M1V418402P12,72438,Roy Ortego,2021-05-04,08:28:54,123,E
M1,BELEG,M1V418405P2820,72451,Roy Ortego,2021-05-02,07:27:10,123,E
M1,BELEG,M1V418404P12,72458,Roy Ortego,2021-05-01,07:27:03,123,E
M1,BELEG,M1V418404P3,72465,Roy Ortego,2021-05-26,04:21:00,123,E
M1,BELEG,M1V418420P80,72472,Roy Ortego,2021-05-03,11:35:25,123,E
M1,BELEG,M1V418420P60,72479,Roy Ortego,2021-05-03,10:02:48,123,E
M1,BELEG,M1V418420P44,72486,Roy Ortego,2021-05-01,09:08:15,123,E
M1,BELEG,M1V418420P28,72493,Roy Ortego,2021-05-01,06:38:06,123,E
M1,BELEG,M1V418420P18,72500,Roy Ortego,2021-05-26,16:54:46,123,E
M1,BELEG,M1V418420P3,72506,Roy Ortego,2021-05-01,17:46:02,123,E
M1,BELEG,M1V418422P3423,72514,Roy Ortego,2021-05-05,00:42:27,123,E
M1,BELEG,M1V418422P2820,72522,Roy Ortego,2021-05-05,18:01:36,123,E
M1,BELEG,M1V303817P18,72529,Roy Ortego,2020-08-17,12:20:35,123,E
M1,BELEG,M1V418418P12,72537,Kenia Romine,2021-04-26,08:32:22,123,E
M1,BELEG,M1V418414P12,72544,Kenia Romine,2021-05-04,10:07:27,123,E
M1,BELEG,M1V418355P100,72552,Roy Ortego,2021-04-25,08:14:15,123,E
M1,BELEG,M1V418352P3,72560,Suellen Noecker,2021-05-01,16:34:55,123,E
M1,BELEG,M1V303813P3,72567,Roy Ortego,2020-08-04,05:27:40,123,E
M1,BELEG,M1V418368P18,72575,Roy Ortego,2021-05-06,04:14:56,123,E
M1,BELEG,M1V303813P18,72595,Emilio Sones,2020-08-02,01:29:26,123,E
M1,BELEG,M1V418383P44,72602,Roy Ortego,2021-05-07,14:48:07,123,E
M1,BELEG,M1V418383P28,72609,Emmie Schuldt,2021-04-26,01:10:24,123,E
M1,BELEG,M1V418375P12,72616,Roy Ortego,2021-04-30,00:30:40,123,E
M1,BELEG,M1V418490P28,72623,Roy Ortego,2021-05-02,12:04:06,123,E
M1,BELEG,M1V418472P110,72631,Emmie Schuldt,2021-05-02,19:18:32,123,E
M1,BELEG,M1V418479P18,72638,Roy Ortego,2021-04-28,11:09:55,123,E
M1,BELEG,M1V2255P12,72646,Kenia Romine,2020-09-27,03:43:16,123,E
M1,BELEG,M1V419476P3,72654,Roy Ortego,2020-07-29,23:54:26,123,E
M1,BELEG,M1V419444P18,72662,Roy Ortego,2020-07-28,01:21:27,123,E
M1,BELEG,M1V419464P3,72670,Kenia Romine,2020-07-30,10:34:10,123,E
M1,BELEG,M1V418445P36,72678,Roy Ortego,2021-05-28,16:03:34,123,E
M1,BELEG,M1V418444P3,72684,Roy Ortego,2021-05-01,23:47:45,123,E
M1,BELEG,M1V418470P3,72698,Roy Ortego,2021-05-01,06:38:19,123,E
M1,BELEG,M1V418452P3,72705,Kenia Romine,2021-04-28,22:52:29,123,E
M1,BELEG,M1V418458P28,72713,Suellen Noecker,2021-05-03,05:14:39,123,E
M1,BELEG,M1V417393P3,72721,Roy Ortego,2021-05-06,13:38:51,123,E
M1,BELEG,M1V417392P12,72729,Roy Ortego,2021-05-01,06:35:42,123,E
M1,BELEG,M1V417402P3,72743,Suellen Noecker,2021-04-28,14:54:03,123,E
M1,BELEG,M1V417385P36,72756,Roy Ortego,2021-04-24,20:09:33,123,E
M1,BELEG,M1V417385P18,72764,Karri Ptacek,2021-04-28,02:15:34,123,E
M1,BELEG,M1V417418P1427,72772,Roy Ortego,2021-05-06,06:28:04,123,E
M1,BELEG,M1V417417P1427,72785,Suellen Noecker,2021-05-07,11:46:31,123,E
M1,BELEG,M1V417415P1427,72799,Roy Ortego,2021-04-25,05:34:57,123,E
M1,BELEG,M1V417348P160,72807,Kenia Romine,2021-04-30,23:32:10,123,E
M1,BELEG,M1V417339P3,72820,Karri Ptacek,2021-05-04,02:59:44,123,E
M1,BELEG,M1V417363P44,72828,Roy Ortego,2021-04-24,13:02:40,123,E
M1,BELEG,M1V417362P44,72835,Roy Ortego,2021-04-28,04:53:32,123,E
M1,BELEG,M1V417362P3,72842,Roy Ortego,2021-04-26,15:08:47,123,E
M1,BELEG,M1V417367P3,72850,Roy Ortego,2021-05-01,05:20:12,123,E
M1,BELEG,M1V303724P3,72858,Roy Ortego,2020-07-28,02:46:50,123,E
M1,BELEG,M1V417356P36,72866,Roy Ortego,2021-04-30,08:26:03,123,E
M1,BELEG,M1V418307P12,72874,BATCH_JOB,2021-04-30,20:03:41,123,E
M1,BELEG,M1V418316P3,72882,Roy Ortego,2021-05-10,23:35:49,123,E
M1,BELEG,M1V418293P3995,72890,Roy Ortego,2021-05-02,12:27:11,123,E
M1,BELEG,M1V418291P100,72898,Roy Ortego,2021-04-28,02:19:21,123,E
M1,BELEG,M1V418337P3,72923,Roy Ortego,2021-04-29,13:52:00,123,E
M1,BELEG,M1V418317P60,72930,Roy Ortego,2021-05-01,06:37:14,123,E
M1,BELEG,M1V418328P51,72944,Emilio Sones,2021-05-05,03:12:12,123,E
M1,BELEG,M1V417425P150,72952,Roy Ortego,2021-05-01,03:24:04,123,E
M1,BELEG,M1V417431P3,72959,Roy Ortego,2021-05-06,23:21:34,123,E
M1,BELEG,M1V418277P3,72972,Roy Ortego,2021-05-03,16:11:50,123,E
M1,BELEG,M1V418276P1427,72980,Roy Ortego,2021-05-03,21:39:42,123,E
M1,BELEG,M1V418274P3,72988,Roy Ortego,2021-04-24,19:53:58,123,E
M1,BELEG,M1V421459P3,72996,Roy Ortego,2020-10-21,11:16:27,123,E
M1,BELEG,M1V421527P28,73010,Roy Ortego,2020-10-04,19:45:14,123,E
M1,BELEG,M1V421496P12,73018,Roy Ortego,2020-09-22,13:30:12,123,E
M1,BELEG,M1V419884P28,73026,Roy Ortego,2020-08-10,01:32:25,123,E
M1,BELEG,M1V419884P18,73034,Emilio Sones,2020-08-03,14:29:00,123,E
M1,BELEG,M1V304033P2141,73042,Roy Ortego,2020-08-03,11:51:07,123,E
M1,BELEG,M1V421431P3,73050,Roy Ortego,2020-10-10,02:28:59,123,E
M1,BELEG,M1V421429P12,73058,Roy Ortego,2020-09-13,23:23:56,123,E
M1,BELEG,M1V421424P3,73066,Roy Ortego,2020-10-31,03:42:48,123,E
M1,BELEG,M1V421391P12,73074,Emilio Sones,2020-09-25,18:30:01,123,E
M1,BELEG,M1V421673P3,73082,Roy Ortego,2020-10-07,10:32:14,123,E
M1,BELEG,M1V421685P3,73090,Roy Ortego,2020-10-03,20:43:03,123,E
M1,BELEG,M1V304054P3,73103,Roy Ortego,2020-07-27,00:00:01,123,E
M1,BELEG,M1V421724P18,73111,Roy Ortego,2020-10-15,16:58:15,123,E
M1,BELEG,M1V421721P3,73118,Roy Ortego,2020-10-08,16:36:13,123,E
M1,BELEG,M1V421705P3,73126,Roy Ortego,2020-10-21,11:36:52,123,E
M1,BELEG,M1V421575P3,73134,Kenia Romine,2020-10-02,10:08:55,123,E
M1,BELEG,M1V421622P3,73142,Roy Ortego,2020-09-24,15:34:26,123,E
M1,BELEG,M1V421626P3,73149,Roy Ortego,2020-10-14,18:51:00,123,E
M1,BELEG,M1V421605P3,73157,Karri Ptacek,2020-09-12,18:02:27,123,E
M1,BELEG,M1V419630P12,73165,Roy Ortego,2020-07-31,15:49:12,123,E
M1,BELEG,M1V303927P36,73173,Roy Ortego,2020-08-16,22:24:47,123,E
M1,BELEG,M1V303930P3,73181,Emmie Schuldt,2020-08-09,12:52:00,123,E
M1,BELEG,M1V419665P3,73189,Roy Ortego,2020-07-31,08:59:20,123,E
M1,BELEG,M1V303920P3,73197,Roy Ortego,2020-07-30,20:51:25,123,E
M1,BELEG,M1V419493P12,73205,Karri Ptacek,2020-08-16,00:55:36,123,E
M1,BELEG,M1V419504P12,73213,Roy Ortego,2020-08-13,21:10:48,123,E
M1,BELEG,M1V303925P2820,73220,Karri Ptacek,2020-08-15,01:24:00,123,E
M1,BELEG,M1V419568P12,73228,Roy Ortego,2020-08-03,07:22:46,123,E
M1,BELEG,M1V419833P3,73236,Roy Ortego,2020-09-02,03:51:19,123,E
M1,BELEG,M1V303941P12,73244,Roy Ortego,2020-08-09,12:13:14,123,E
M1,BELEG,M1V303930P18,73252,Roy Ortego,2020-08-04,15:30:26,123,E
M1,BELEG,M1V303930P12,73260,Roy Ortego,2020-08-03,06:30:11,123,E
M1,BELEG,M1V419764P12,73268,Roy Ortego,2020-08-28,11:12:43,123,E
M1,BELEG,M1V419764P3,73276,Roy Ortego,2020-08-24,21:37:40,123,E
M1,BELEG,M1V414968P12,73284,Roy Ortego,2021-04-30,22:15:06,123,E
M1,BELEG,M1V414966P3,73292,Emmie Schuldt,2021-04-13,00:20:22,123,E
M1,BELEG,M1V414964P18,73300,Roy Ortego,2021-05-03,06:13:57,123,E
M1,BELEG,M1V414977P12,73308,Roy Ortego,2021-04-23,20:25:29,123,E
M1,BELEG,M1V414977P3,73316,Roy Ortego,2021-05-01,22:37:14,123,E
M1,BELEG,M1V414952P3,73323,Emmie Schuldt,2021-04-18,02:20:04,123,E
M1,BELEG,M1V303481P12,73331,Roy Ortego,2020-09-05,00:08:18,123,E
M1,BELEG,M1V414962P3,73339,Emmie Schuldt,2021-04-24,16:37:38,123,E
M1,BELEG,M1V414992P70,73346,Suellen Noecker,2021-05-02,02:44:58,123,E
M1,BELEG,M1V414992P12,73354,Karri Ptacek,2021-04-19,00:04:52,123,E
M1,BELEG,M1V414992P3,73362,Kenia Romine,2021-04-22,11:41:48,123,E
M1,BELEG,M1V303482P100,73370,Roy Ortego,2020-09-12,03:14:47,123,E
M1,BELEG,M1V303482P36,73378,Roy Ortego,2020-09-02,13:10:08,123,E
M1,BELEG,M1V303482P51,73386,Roy Ortego,2020-09-15,13:03:48,123,E
M1,BELEG,M1V414986P28,73393,Roy Ortego,2021-05-03,18:42:17,123,E
M1,BELEG,M1V414986P18,73400,Emilio Sones,2021-04-30,19:19:37,123,E
M1,BELEG,M1V303476P3,73414,Roy Ortego,2020-08-19,06:50:02,123,E
M1,BELEG,M1V414897P3,73421,Roy Ortego,2021-05-03,04:19:03,123,E
M1,BELEG,M1V414886P3,73435,Roy Ortego,2021-04-24,16:12:57,123,E
M1,BELEG,M1V414879P44,73443,Karri Ptacek,2021-04-29,17:32:23,123,E
M1,BELEG,M1V414891P60,73451,Roy Ortego,2021-05-05,22:52:42,123,E
M1,BELEG,M1V414891P12,73458,Emilio Sones,2021-04-26,05:45:39,123,E
M1,BELEG,M1V414888P2141,73466,Roy Ortego,2021-04-19,16:29:00,123,E
M1,BELEG,M1V414888P1427,73474,Roy Ortego,2021-04-18,23:10:36,123,E
M1,BELEG,M1V414886P28,73482,Roy Ortego,2021-04-20,02:39:43,123,E
M1,BELEG,M1V414937P3,73489,Roy Ortego,2021-04-20,10:57:20,123,E
M1,BELEG,M1V414935P18,73496,Roy Ortego,2021-04-24,04:47:17,123,E
M1,BELEG,M1V414942P28,73504,BATCH_JOB,2021-04-30,02:05:45,123,E
M1,BELEG,M1V414914P28,73512,Roy Ortego,2021-04-20,01:47:59,123,E
M1,BELEG,M1V414927P3,73519,Roy Ortego,2021-04-20,14:32:04,123,E
M1,BELEG,M1V415063P12,73526,Roy Ortego,2021-04-22,03:53:19,123,E
M1,BELEG,M1V415068P12,73534,Roy Ortego,2021-04-18,07:44:14,123,E
M1,BELEG,M1V303487P12,73548,Roy Ortego,2020-08-03,17:45:13,123,E
M1,BELEG,M1V415078P36,73555,Roy Ortego,2021-04-20,18:54:35,123,E
M1,BELEG,M1V415078P28,73562,Emilio Sones,2021-04-20,19:11:41,123,E
M1,BELEG,M1V415078P18,73569,Suellen Noecker,2021-04-19,23:18:54,123,E
M1,BELEG,M1V415078P12,73576,Roy Ortego,2021-04-19,19:44:10,123,E
M1,BELEG,M1V415079P3,73590,Roy Ortego,2021-04-22,08:18:48,123,E
M1,BELEG,M1V415017P18,73597,Kenia Romine,2021-04-21,15:24:16,123,E
M1,BELEG,M1V415017P12,73604,Roy Ortego,2021-04-24,00:56:58,123,E
M1,BELEG,M1V415021P3,73618,Emilio Sones,2021-04-25,14:38:34,123,E
M1,BELEG,M1V414995P28,73626,Karri Ptacek,2021-04-20,02:19:39,123,E
M1,BELEG,M1V415029P12,73634,Roy Ortego,2021-05-02,05:00:51,123,E
M1,BELEG,M1V415029P3,73641,Roy Ortego,2021-04-30,21:15:00,123,E
M1,BELEG,M1V415024P130,73649,Emilio Sones,2021-05-04,17:32:14,123,E
M1,BELEG,M1V415024P120,73657,Roy Ortego,2021-04-22,18:55:28,123,E
M1,BELEG,M1V415035P18,73664,Roy Ortego,2021-05-15,19:34:15,123,E
M1,BELEG,M1V415033P12,73671,Roy Ortego,2021-05-11,22:37:34,123,E
M1,BELEG,M1V303392P3,73678,Roy Ortego,2020-08-22,22:03:19,123,E
M1,BELEG,M1V413874P18,73691,Roy Ortego,2021-04-21,01:32:33,123,E
M1,BELEG,M1V413874P12,73698,Roy Ortego,2021-04-25,02:41:55,123,E
M1,BELEG,M1V413905P3,73705,Roy Ortego,2021-05-04,05:35:59,123,E
M1,BELEG,M1V413887P44,73713,Roy Ortego,2021-04-21,10:48:20,123,E
M1,BELEG,M1V413886P18,73721,Roy Ortego,2021-04-15,17:04:08,123,E
M1,BELEG,M1V413895P18,73729,Roy Ortego,2021-05-01,10:59:24,123,E
M1,BELEG,M1V413895P12,73736,Roy Ortego,2021-05-01,11:05:45,123,E
M1,BELEG,M1V413895P3,73743,Roy Ortego,2021-05-08,10:01:17,123,E
M1,BELEG,M1V413819P2820,73751,Emilio Sones,2021-04-16,15:59:03,123,E
M1,BELEG,M1V413819P1427,73758,Emilio Sones,2021-04-09,18:26:06,123,E
M1,BELEG,M1V413819P865,73765,Roy Ortego,2021-04-12,12:30:28,123,E
M1,BELEG,M1V413810P3,73772,Emmie Schuldt,2021-04-12,01:31:56,123,E
M1,BELEG,M1V413848P3,73779,Roy Ortego,2021-04-13,23:02:24,123,E
M1,BELEG,M1V413840P3,73787,Suellen Noecker,2021-04-25,17:36:38,123,E
M1,BELEG,M1V413852P44,73794,Roy Ortego,2021-04-23,17:58:23,123,E
M1,BELEG,M1V413852P36,73801,Roy Ortego,2021-05-11,22:55:53,123,E
M1,BELEG,M1V413848P36,73809,Roy Ortego,2021-04-10,23:16:20,123,E
M1,BELEG,M1V413833P18,73823,Emilio Sones,2021-04-17,15:22:00,123,E
M1,BELEG,M1V413825P12,73830,Roy Ortego,2021-04-14,20:26:45,123,E
M1,BELEG,M1V414846P865,73844,Kenia Romine,2021-04-21,08:17:44,123,E
M1,BELEG,M1V414833P12,73851,Roy Ortego,2021-04-23,08:40:19,123,E
M1,BELEG,M1V414864P51,73859,Roy Ortego,2021-04-28,16:21:52,123,E
M1,BELEG,M1V414864P18,73866,Roy Ortego,2021-04-30,04:29:17,123,E
M1,BELEG,M1V414864P12,73873,Roy Ortego,2021-05-03,00:03:45,123,E
M1,BELEG,M1V414864P3,73880,Roy Ortego,2021-05-01,16:09:59,123,E
M1,BELEG,M1V414850P3995,73888,Roy Ortego,2021-04-23,15:36:12,123,E
M1,BELEG,M1V413935P12,73896,Roy Ortego,2021-04-22,20:11:44,123,E
